MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_921,1389.0335220000002,1113.30492,0,0.05101,0.038300000000000001,COOH-OH,3,12,18,pcu,24.594104959999999,7.2933059999999994
mof_unit_pretest_922,1614.2554090000001,1001.30592,1381.4100000000001,0.22658,0.22,NO2,9,1,22,sra,23.558356660000001,5.4471239999999996
mof_unit_pretest_923,3183.4664790000002,991.61879999999996,5318.1999999999998,0.47116999999999998,0.91090000000000004,H-OEt,3,2,17,pcu,7.9684878389999998,4.2921620000000003
mof_unit_pretest_924,2930.8763530000001,1203.8723600000001,2764.21,0.35741000000000001,0.52400000000000002,Ph-H,3,8,9,pcu,9.8223072049999995,5.5420239999999996
mof_unit_pretest_925,2007.8688059999999,986.72573999999997,2155.5599999999999,0.33487,0.41039999999999999,OPr-Br,2,14,27,pcu,16.395836339999999,5.8185029999999998
mof_unit_pretest_926,8664.8206430000009,4745.3201600000002,1602.3399999999999,0.29515999999999998,0.3246,H-OMe,1,15,22,pcu,16.7916557,5.2078389999999999
mof_unit_pretest_927,6266.7127879999998,3250.3646199999998,1539.3800000000001,0.20660999999999999,0.2399,OPr-COOH,4,7,27,acs,29.753921389999999,6.2917740000000002
mof_unit_pretest_928,2679.2329420000001,871.87864000000002,4074.0100000000002,0.46182000000000001,0.85460000000000003,Pr,2,2,16,pcu,7.8470674850000002,4.6419240000000004
mof_unit_pretest_929,4223.8985780000003,1282.0340799999999,3901.54,0.48608999999999991,0.96440000000000003,NHMe-Et,3,18,27,pcu,10.020725260000001,5.228688
mof_unit_pretest_930,1003.995331,823.31961999999999,518.25999999999999,0.13716999999999999,0.1007,Et-I,2,10,23,pcu,21.600801830000002,6.1202160000000001
mof_unit_pretest_931,1131.9082739999999,713.31684000000007,1049.3900000000001,0.17563000000000001,0.1678,Me-OMe,3,4,14,pcu,36.363509399999998,6.973978999999999
mof_unit_pretest_932,2341.8623560000001,867.81724000000008,3791.4299999999998,0.39039000000000001,0.63439999999999996,H-NHMe,2,8,10,pcu,7.8467672009999996,5.7672179999999997
mof_unit_pretest_933,4367.691898,1776.9126399999998,2624.9200000000001,0.40773999999999999,0.60360000000000003,NO2-NH2,9,18,27,sra,27.916929570000001,6.0226199999999999
mof_unit_pretest_934,2877.488754,1195.9749200000001,2327.8600000000001,0.32534000000000002,0.47139999999999999,Pr-OPr,3,13,27,pcu,18.54558488,5.5772440000000003
mof_unit_pretest_935,1102.259605,701.54071999999996,1056.8099999999999,0.18281,0.17299999999999999,COOH,2,4,24,pcu,33.514036179999998,6.300389
mof_unit_pretest_936,1945.5053519999999,1554.67905,0,0.12911,0.097299999999999998,H-I,4,1,15,acs,41.747576090000003,7.4404020000000006
mof_unit_pretest_937,2291.3184409999999,1231.373,2037.0799999999999,0.32236999999999999,0.36120000000000002,Me-NO2,3,8,10,pcu,15.219173530000001,5.9616509999999998
mof_unit_pretest_938,1410.0896889999999,793.48608000000002,0,0.1243599999999999,0.1331,OEt-Pr,3,1,21,pcu,24.45750572,6.7139149999999992
mof_unit_pretest_939,2378.1185660000001,1374.5796800000001,1711.27,0.27135999999999999,0.28270000000000001,NO2-SO3H,9,11,17,sra,24.220887279999999,5.7065250000000001
mof_unit_pretest_940,724.01703600000008,569.10715999999991,0,0.13874,0.10630000000000001,NH2,3,10,15,pcu,103.8076339,8.3759329999999999
mof_unit_pretest_941,7388.5915799999993,2937.833298,3491.0300000000002,0.40523999999999999,0.61380000000000001,OPr-F,4,27,27,acs,17.846385189999999,5.238766
mof_unit_pretest_942,3164.6734160000001,1422.5792800000002,3292.6199999999999,0.34555999999999998,0.46289999999999998,COOH-NH2,9,18,20,sra,34.288985259999997,6.5796160000000006
mof_unit_pretest_943,2047.0980099999999,913.87555999999995,2980.5500000000002,0.32826,0.44280000000000003,NH2-OH,2,18,22,pcu,14.025450899999999,5.2901629999999997
mof_unit_pretest_944,7861.3479379999999,3991.0305600000002,1803.26,0.23276999999999989,0.27610000000000001,Et-CN,4,2,17,acs,35.384843959999998,6.8123360000000002
mof_unit_pretest_945,1642.862249,1356.86913,1138.8199999999999,0.23949999999999999,0.17460000000000001,Me-I,3,11,17,pcu,16.6896466,5.8419970000000001
mof_unit_pretest_946,4180.4516119999998,2744.0523199999998,0,0.099709999999999993,0.091499999999999998,OEt,12,10,24,bcu,77.082813389999998,8.3987029999999994
mof_unit_pretest_947,1827.8650729999999,963.44636000000003,1977.6099999999999,0.24257999999999999,0.2772,H-NH2,3,10,29,pcu,39.606406489999998,6.7872740000000009
mof_unit_pretest_948,2305.6550940000002,1023.71692,2686.8200000000002,0.32461999999999991,0.44030000000000002,NH2-Me,3,13,17,pcu,18.681414629999999,5.5051449999999997
mof_unit_pretest_949,1129.925176,1151.33771,0,0.1174,0.069400000000000003,I-SO3H,2,4,4,pcu,62.712413150000003,7.1291570000000011
mof_unit_pretest_950,2402.1744199999998,2077.5970200000002,0,0.076219999999999996,0.053100000000000001,NO2-Cl,9,2,25,sra,57.231726330000001,8.1169460000000004
mof_unit_pretest_951,3140.5217080000002,1379.43948,2280.21,0.42642999999999998,0.58460000000000001,Et-Br,3,7,15,pcu,15.156414959999999,5.6929370000000006
mof_unit_pretest_952,2855.050964,1813.74911,1382.5,0.22373000000000001,0.21210000000000001,Ph-I,3,4,29,pcu,26.695561340000001,6.3864519999999994
mof_unit_pretest_953,1653.0511630000001,1250.4656600000001,0,0.14779,0.1177,OMe-OH,4,1,5,acs,40.426060370000002,7.186795
mof_unit_pretest_954,1107.647082,873.63,0,0.092859999999999998,0.070900000000000005,OMe-OH,2,12,14,pcu,92.448637099999999,8.498507
mof_unit_pretest_955,1141.9754129999999,819.44032000000004,0,0,0,Ph,3,5,23,pcu,29.498436000000002,7.8397479999999993
mof_unit_pretest_956,5128.8798159999997,3314.5495599999999,1008.38,0.20849999999999999,0.1943,NO2-Et,3,15,22,nbo,49.104132759999999,5.3399619999999999
mof_unit_pretest_957,703.20980399999996,671.66815999999994,0,0.083760000000000001,0.0528,Cl,3,10,24,pcu,31.332518929999999,7.2098610000000001
mof_unit_pretest_958,3993.4715689999998,1378.3316,3265.0700000000002,0.41641,0.72660000000000002,OPr-OH,2,25,26,pcu,11.57914705,5.384652
mof_unit_pretest_959,1739.3378059999998,780.40934000000004,2593.48,0.32081999999999999,0.43059999999999998,H-NHMe,3,4,26,pcu,13.09045697,5.1177700000000002
mof_unit_pretest_960,5979.9785430000002,4656.1932319999996,749.13,0.16161,0.125,HCO-SO3H,10,55,55,etb,65.892266710000001,7.374733
mof_unit_pretest_961,2071.6793050000001,1085.6622199999999,2059.3899999999999,0.27252999999999999,0.31319999999999998,OMe-Me,12,1,10,bcu,21.223537780000001,5.7387420000000002
mof_unit_pretest_962,2846.0260360000002,2289.3741559999999,1093.51,0.20781999999999989,0.15559999999999999,Br-Cl,10,46,54,etb,34.322932369999997,6.2160150000000005
mof_unit_pretest_963,1330.3157960000001,635.52724000000001,2306.8400000000001,0.3645199999999999,0.45950000000000002,H,2,1,16,pcu,13.212798250000001,4.9811719999999999
mof_unit_pretest_964,1637.235713,735.28435999999999,2591.8699999999999,0.37740999999999991,0.50609999999999999,NH2-OMe,3,12,17,pcu,11.19708015,5.0322360000000002
mof_unit_pretest_965,1779.7946019999999,821.39167999999995,2605.1500000000001,0.35637999999999997,0.46500000000000002,SO3H,3,14,26,pcu,17.433321289999999,5.229063
mof_unit_pretest_966,1572.317867,959.5308,1368.4100000000001,0.18784000000000001,0.18540000000000001,Pr-COOH,3,1,2,pcu,17.627324860000002,5.580254
mof_unit_pretest_967,1796.5455420000001,803.80313999999998,2370.8499999999999,0.31098999999999999,0.41860000000000003,Me-OPr,2,4,26,pcu,14.77457678,5.4754129999999996
mof_unit_pretest_968,843.35995100000002,601.05960000000005,0,0.13642000000000001,0.1153,HCO,3,10,13,pcu,46.590400299999999,7.2145460000000003
mof_unit_pretest_969,1081.497689,996.32978000000003,0,0.12188,0.079699999999999993,SO3H-Br,2,12,22,pcu,27.13859845,6.9878369999999999
mof_unit_pretest_970,7769.3734109999996,3390.5911999999998,3108.4299999999998,0.44468000000000002,0.61360000000000003,,3,38,40,fof,19.430033779999999,5.6001080000000005
mof_unit_pretest_971,3476.3833840000002,1320.1931999999999,3012.1599999999999,0.34910000000000002,0.55359999999999998,OEt-Et,3,18,23,pcu,11.680020349999999,5.6369120000000006
mof_unit_pretest_972,1851.969554,1311.10032,1213.5999999999999,0.25029000000000001,0.21290000000000001,I-Pr,3,1,7,pcu,22.498652180000001,6.7622439999999999
mof_unit_pretest_973,722.1754269999999,575.058806,913.60000000000002,0.16264000000000001,0.123,F,3,10,15,pcu,51.76766834,7.8866559999999986
mof_unit_pretest_974,1115.7184400000001,613.48195999999996,1783.5,0.28349999999999997,0.3105,CN,2,4,12,pcu,12.73440912,5.2712810000000001
mof_unit_pretest_975,1517.275893,825.48795999999993,1452.6400000000001,0.23358999999999999,0.2586,Pr,3,4,18,pcu,30.12626143,6.812862
mof_unit_pretest_976,1757.8287190000001,1227.26484,1633.28,0.29826999999999998,0.25729999999999997,Me-I,2,1,8,pcu,19.530077039999998,5.5762689999999999
mof_unit_pretest_977,1949.7911039999999,1868.63588,0,0.025930000000000002,0.016299999999999999,NO2,4,1,1,acs,44.26438761,8.5911939999999998
mof_unit_pretest_978,2996.3063040000002,2582.8254959999999,459.05000000000001,0.12114999999999999,0.084599999999999995,Et-NO2,10,52,57,etb,48.967971720000001,7.2707190000000006
mof_unit_pretest_979,1084.453994,644.29964000000007,1274.23,0.20005999999999999,0.20280000000000001,NH2,3,22,24,pcu,16.369727739999998,5.7409410000000003
mof_unit_pretest_980,1135.9155129999999,837.33515,759.83000000000004,0.15001999999999999,0.1226,SO3H-F,3,4,22,pcu,49.716352280000002,7.1360460000000003
mof_unit_pretest_981,2291.2295810000001,961.74127999999996,2724.1700000000001,0.40050000000000002,0.5746,COOH,2,13,18,pcu,10.82327291,4.8279019999999999
mof_unit_pretest_982,1098.5795390000001,1217.4724799999999,0,0.094299999999999995,0.051200000000000002,Br-Cl,2,10,26,pcu,117.48615599999999,7.1578679999999997
mof_unit_pretest_983,1344.9570040000001,785.42255999999998,1312.04,0.1912299999999999,0.19719999999999999,OEt-Me,3,4,13,pcu,22.501023490000001,6.5005980000000001
mof_unit_pretest_984,1624.3624359999999,1246.6706800000002,0,0.052609999999999997,0.041300000000000003,NH2-Ph,9,4,22,sra,85.468428189999997,8.6535360000000008
mof_unit_pretest_985,2273.9411500000001,1151.8935200000001,2013.1800000000001,0.29794999999999999,0.35420000000000001,HCO-OH,2,2,9,pcu,18.62102552,5.1742499999999998
mof_unit_pretest_986,1750.664822,1215.4911199999999,784.61000000000001,0.14451,0.12529999999999999,OMe-NO2,3,16,24,pcu,51.117460530000002,6.883591
mof_unit_pretest_987,6274.6728050000002,1280.2170000000001,4989.6700000000001,0.61166999999999994,1.8053999999999999,Pr,3,3,7,pcu,6.4363520270000008,4.6449959999999999
mof_unit_pretest_988,5205.209492,3294.68444,0,0.10927000000000001,0.104,OPr-CN,12,22,24,bcu,57.10976763,6.9622380000000001
mof_unit_pretest_989,3093.2602179999999,1406.26216,2372.1999999999998,0.39476,0.52290000000000003,OEt-SO3H,2,2,18,pcu,13.08103916,5.022189
mof_unit_pretest_990,1323.178467,755.48729300000002,1933.46,0.28867999999999999,0.30449999999999999,F-OH,2,1,16,pcu,15.73314871,5.2865480000000007
mof_unit_pretest_991,2169.0629120000003,1334.47768,1284.6500000000001,0.19350000000000001,0.18940000000000001,NH2-OH,9,2,20,sra,67.460477490000002,7.3381660000000002
mof_unit_pretest_992,3421.9056530000003,1731.0139999999999,2003.6199999999999,0.27944999999999998,0.3327,Me-Ph,3,36,36,pts,15.31726621,5.2117430000000002
mof_unit_pretest_993,1358.946805,905.26657999999998,946.22000000000003,0.16667000000000001,0.1507,COOH-Et,3,11,13,pcu,17.495529170000001,5.6568760000000005
mof_unit_pretest_994,3615.6910170000001,2164.36616,1721.0699999999999,0.33084000000000002,0.33279999999999998,OH-SO3H,3,13,28,pcu,20.409171369999999,5.4901780000000002
mof_unit_pretest_995,3223.5856429999999,1022.05468,3753.8699999999999,0.48302,0.91749999999999998,Pr,2,18,26,pcu,11.66968367,5.0657009999999998
mof_unit_pretest_996,1230.79935,897.51239999999996,0,0.070400000000000004,0.058099999999999999,NH2-Ph,3,4,19,pcu,31.733393499999998,7.227436
mof_unit_pretest_997,3901.779274,3361.0466369999999,0,0.12403,0.086699999999999999,F-OH,4,1,11,acs,70.528354359999994,7.7642679999999986
mof_unit_pretest_998,2255.0503350000004,1052.0411200000001,2028.52,0.27300000000000002,0.35239999999999999,OPr-CN,2,2,22,pcu,12.17894722,5.5404210000000003
mof_unit_pretest_999,1983.807986,1836.0312799999999,0,0.049880000000000001,0.032500000000000001,NO2-H,4,14,22,acs,49.119434679999998,10.230352
mof_unit_pretest_1000,2628.5369489999998,1552.37528,1509.98,0.24698000000000001,0.25180000000000002,COOH-NO2,9,13,21,sra,25.098423270000001,5.9530629999999993
mof_unit_pretest_1001,8965.2432069999995,3085.9069490000002,2700.0100000000002,0.50339999999999996,0.88070000000000004,F-OMe,9,28,29,sra,13.09709254,4.9056110000000004
mof_unit_pretest_1002,1942.3731760000001,1352.85572,0,0.1263,0.10920000000000001,Et-H,4,11,22,acs,36.253157850000001,6.7926859999999998
mof_unit_pretest_1003,5272.9707319999998,2595.9609999999998,1925.04,0.38553999999999999,0.47160000000000002,NH2-OH,2,15,22,nbo,12.4622983,5.60053
mof_unit_pretest_1004,2542.2052629999998,918.49516000000006,3541.3899999999999,0.46284999999999998,0.77149999999999996,NH2-H,3,16,25,pcu,8.6575955340000004,5.1077729999999999
mof_unit_pretest_1005,1568.1997140000001,1460.2407599999999,868.00999999999999,0.2011,0.13009999999999999,Br-Me,3,12,17,pcu,23.676259940000001,6.086487
mof_unit_pretest_1006,7391.4759560000002,2944.73432,3096.1300000000001,0.31142999999999998,0.4708,NHMe-Pr,4,27,27,acs,18.40554324,5.390574
mof_unit_pretest_1007,4336.2323770000003,1717.02,2631.3200000000002,0.44128000000000001,0.67110000000000003,SO3H,9,23,27,sra,12.99407957,6.3215940000000002
mof_unit_pretest_1008,1783.7531409999999,793.52319999999997,2636.0999999999999,0.39406999999999998,0.53349999999999997,CN-Br,2,4,26,pcu,9.485624112,4.7344620000000006
mof_unit_pretest_1009,4120.5383609999999,3652.4072799999999,786.47000000000003,0.17793999999999999,0.12089999999999999,I,4,19,24,acs,38.245970790000001,6.4265179999999997
mof_unit_pretest_1010,1318.7851579999999,725.52235999999994,2051.3299999999999,0.29054999999999997,0.318,NO2,2,1,16,pcu,21.538185970000001,5.6232579999999999
mof_unit_pretest_1011,5189.5070679999999,2616.2293600000003,1978.49,0.24086999999999989,0.28770000000000001,HCO-Et,12,22,22,bcu,14.01135803,6.1525410000000003
mof_unit_pretest_1012,3456.201654,2271.4456,1599.1900000000001,0.32882,0.30130000000000001,Br,9,7,16,sra,40.011292189999999,6.5516699999999997
mof_unit_pretest_1013,1300.9758449999999,827.33159999999998,1195.72,0.21840999999999999,0.20680000000000001,COOH,3,14,16,pcu,27.983453910000001,6.8862759999999996
mof_unit_pretest_1014,1539.4909720000001,777.31443999999999,2060.9699999999998,0.31501000000000001,0.37569999999999998,OH-Me,3,11,18,pcu,14.77296898,5.7308529999999998
mof_unit_pretest_1015,2020.4671499999999,1545.02692,0,0.084790000000000004,0.066799999999999998,Me,4,12,15,acs,51.510609600000002,8.1746600000000011
mof_unit_pretest_1016,1876.7244410000001,859.45300600000007,2450.6399999999999,0.32979999999999998,0.43369999999999997,F-Et,3,16,19,pcu,11.361269350000001,4.8321880000000004
mof_unit_pretest_1017,5223.2399759999998,2688.1182399999998,1769.4400000000001,0.24534,0.28710000000000002,OMe-COOH,12,22,22,bcu,13.918088409999999,5.8169779999999998
mof_unit_pretest_1018,1346.2093870000001,755.63115999999991,1663.3399999999999,0.25442999999999999,0.27300000000000002,H-OMe,2,1,16,pcu,17.611822660000001,5.613829
mof_unit_pretest_1019,3951.0183649999999,2809.34384,928.90999999999997,0.1769599999999999,0.14990000000000001,OH-H,4,11,15,acs,30.476731749999999,6.340446
mof_unit_pretest_1020,1120.515631,588.47249999999997,2055.5,0.31040000000000001,0.35589999999999999,CN,2,4,12,pcu,11.827681650000001,4.8899309999999998
mof_unit_pretest_1021,1640.856364,1148.3906400000001,805.44000000000005,0.22040000000000001,0.18959999999999999,SO3H-H,9,11,12,sra,19.664149859999998,6.2321929999999996
mof_unit_pretest_1022,1849.253972,859.41651999999988,2784.5,0.33528000000000002,0.4345,Me-OH,3,16,19,pcu,11.753618060000001,5.3005630000000004
mof_unit_pretest_1023,1635.376898,816.48626000000002,1912.55,0.25144,0.30330000000000001,H-NHMe,3,13,22,pcu,12.68465606,5.7316120000000002
mof_unit_pretest_1024,2257.055703,969.97703999999999,2715.75,0.2934199999999999,0.41120000000000001,H-OPr,2,2,14,pcu,12.88508191,5.3993589999999996
mof_unit_pretest_1025,2873.7566569999999,1168.0766000000001,3192.52,0.37114000000000003,0.54990000000000006,NHMe-H,2,4,29,pcu,14.44787753,4.6368589999999994
mof_unit_pretest_1026,2419.0896390000003,1536.5,0,0.14910000000000001,0.1414,OH-HCO,9,18,19,sra,84.448036610000003,6.5252150000000002
mof_unit_pretest_1027,6852.6112629999998,2314.8674000000001,3860.3499999999999,0.43236999999999998,0.77080000000000004,Me-NO2,4,3,3,acs,10.50243551,5.1931450000000003
mof_unit_pretest_1028,1112.971065,805.65008,0,0.098479999999999998,0.081900000000000001,COOH-NH2,2,1,9,pcu,55.622390260000003,7.3377489999999996
mof_unit_pretest_1029,7866.5178310000001,4036.6642400000001,1715.6700000000001,0.23963000000000001,0.28120000000000001,OPr-Cl,4,2,17,acs,24.678107709999999,6.877605
mof_unit_pretest_1030,2071.908915,1233.2383600000001,1505.4200000000001,0.21415999999999999,0.2167,OH-Cl,9,16,19,sra,58.352552510000002,6.8723809999999999
mof_unit_pretest_1031,1042.6836920000001,644.98477000000003,1720.0899999999999,0.26102999999999998,0.25409999999999999,H-I,3,10,23,pcu,11.32943444,5.2775400000000001
mof_unit_pretest_1032,5094.2573950000005,3326.0770000000002,1035.6199999999999,0.20096,0.18540000000000001,OMe-Cl,3,9,9,nbo,15.796037849999999,6.3912269999999998
mof_unit_pretest_1033,5170.9145490000001,2739.1256800000001,2232.6900000000001,0.33659,0.38269999999999998,Br-OH,12,12,22,bcu,13.3032637,5.0874319999999997
mof_unit_pretest_1034,2438.2870630000002,1387.1993299999999,2122.3800000000001,0.35543000000000002,0.37619999999999998,OMe-I,3,14,28,pcu,17.883215669999998,5.2290239999999999
mof_unit_pretest_1035,1980.390128,2075.6683159999998,152.49000000000001,0.044920000000000002,0.0258,NO2-Cl,10,46,57,etb,94.579295639999998,7.7544959999999996
mof_unit_pretest_1036,1747.9693530000002,791.34739999999999,2977.0300000000002,0.35143000000000002,0.46750000000000003,CN,3,14,26,pcu,13.016799239999999,5.9208620000000005
mof_unit_pretest_1037,6298.644652,2044.1769999999999,3021.0900000000001,0.52333999999999992,0.97109999999999996,H-NO2,9,3,28,sra,14.35655208,5.7379100000000003
mof_unit_pretest_1038,4846.2153669999998,1708.4607600000002,3630.0799999999999,0.44420999999999999,0.75880000000000003,HCO-Ph,2,17,28,pcu,10.4818456,5.1445290000000004
mof_unit_pretest_1039,2195.7503360000001,961.79423999999995,3031.3600000000001,0.36918000000000001,0.50760000000000005,OH-NH2,2,18,19,pcu,8.4104375250000007,4.8130069999999998
mof_unit_pretest_1040,1119.1625160000001,692.12747999999999,1386.4100000000001,0.20755999999999999,0.2021,Cl,3,4,22,pcu,17.539475639999999,5.1497190000000002
mof_unit_pretest_1041,1195.586546,812.62248,1464.76,0.22034000000000001,0.19520000000000001,Cl,3,5,26,pcu,19.228500069999999,5.7272019999999992
mof_unit_pretest_1042,4350.8867149999996,1883.26288,2765.3200000000002,0.35748000000000002,0.49740000000000001,CN-NHMe,4,2,25,acs,12.138433879999999,5.0813179999999996
mof_unit_pretest_1043,3499.3999020000001,1452.8735200000001,3243.8299999999999,0.33412999999999998,0.48459999999999998,NH2-Me,9,25,25,sra,14.610175590000001,5.3597109999999999
mof_unit_pretest_1044,2387.0717460000001,1641.8180890000001,699.57000000000005,0.12817000000000001,0.11219999999999999,NH2-F,9,2,23,sra,60.077679920000001,7.3678679999999996
mof_unit_pretest_1045,1790.6971309999999,819.71641999999997,2515.0599999999999,0.33139000000000002,0.436,Me-COOH,2,4,26,pcu,13.616225829999999,4.8571800000000005
mof_unit_pretest_1046,7822.987083,4890.3328799999999,1435.1900000000001,0.27448,0.26440000000000002,OEt-Cl,2,40,41,fof,37.849249620000002,6.3104139999999997
mof_unit_pretest_1047,1103.5167670000001,565.07539999999995,2563.9400000000001,0.31596000000000002,0.37159999999999999,CN,3,1,12,pcu,11.84529566,4.941287
mof_unit_pretest_1048,4460.191401,2118.6602520000001,2159.5599999999999,0.29569000000000001,0.37490000000000001,OPr-F,12,13,17,bcu,11.67930949,5.2538230000000006
mof_unit_pretest_1049,2027.1633890000001,1184.53676,1677.1099999999999,0.2455699999999999,0.25309999999999999,H,4,11,11,acs,18.98674291,5.7017370000000005
mof_unit_pretest_1050,1362.253021,1056.3396,687.21000000000004,0.12841,0.099699999999999997,OH-Ph,9,4,5,sra,16.632435229999999,5.8968259999999999
mof_unit_pretest_1051,1679.6075740000001,828.72670000000005,1762.01,0.24110999999999999,0.29430000000000001,NO2-Pr,2,11,23,pcu,28.63430988,5.9890220000000003
mof_unit_pretest_1052,2523.692634,1517.6992419999999,1961.05,0.29605999999999999,0.29649999999999999,F-SO3H,3,11,28,pcu,24.438723379999999,6.4066300000000007
mof_unit_pretest_1053,724.98646799999995,627.09687999999994,0,0.10752,0.074899999999999994,COOH,3,10,15,pcu,66.948031020000002,8.4567910000000008
mof_unit_pretest_1054,1596.2696189999999,1180.3992800000001,668.88,0.12839999999999999,0.1046,NO2-NH2,9,12,22,sra,27.460215100000003,6.2358799999999999
mof_unit_pretest_1055,1827.4336060000001,933.41708000000006,2525.0300000000002,0.27562999999999999,0.32500000000000001,NH2,3,10,29,pcu,29.035992839999999,6.8058740000000002
mof_unit_pretest_1056,7539.0531760000003,4280.8407999999999,1476.0599999999999,0.2611,0.27689999999999998,OEt,1,1,5,pcu,15.12145776,5.3689839999999993
mof_unit_pretest_1057,2114.3457709999998,1376.0640800000001,0,0.15212000000000001,0.14080000000000001,Ph-Et,12,1,10,bcu,36.373787780000001,7.0062160000000002
mof_unit_pretest_1058,1962.0992699999999,1530.9456,0,0,0,NH2-NHMe,9,2,16,sra,31.502989530000001,9.9910929999999993
mof_unit_pretest_1059,1648.471438,1289.5944199999999,0,0.10795,0.083099999999999993,Me-NH2,4,1,5,acs,62.956793759999996,7.3347630000000006
mof_unit_pretest_1060,2043.6195499999999,1159.964152,1536.8599999999999,0.2425699999999999,0.25740000000000002,Me-F,2,18,22,pcu,16.011146799999999,5.605137
mof_unit_pretest_1061,813.99079000000006,541.45752000000005,1112.77,0.18373,0.1663,Et,2,10,13,pcu,39.524936310000001,6.4665160000000004
mof_unit_pretest_1062,2232.5479350000001,1051.7794899999999,2770,0.3241699999999999,0.41439999999999999,OPr-I,2,16,25,pcu,15.451445509999999,5.3623260000000004
mof_unit_pretest_1063,1809.2049050000001,1412.88104,0,0,0,Me-OEt,9,2,19,sra,31.175130200000002,9.7759400000000003
mof_unit_pretest_1064,3327.5036270000001,1410.6309799999999,2793.5999999999999,0.36580999999999991,0.51959999999999995,OPr-CN,1,16,16,pcu,10.45281877,4.8282540000000003
mof_unit_pretest_1065,2056.3814309999998,1252.7646400000001,1560.97,0.2338599999999999,0.23119999999999999,SO3H-NH2,12,1,10,bcu,28.56901414,6.4582639999999998
mof_unit_pretest_1066,2114.4083449999998,1258.40608,627.60000000000002,0.11095999999999991,0.1123,Ph-Et,2,13,21,pcu,18.08058939,5.7616449999999997
mof_unit_pretest_1067,3841.282091,2222.6898510000001,1126.74,0.21066999999999991,0.21929999999999999,Ph-F,3,3,24,pcu,9.1055135650000008,6.203481
mof_unit_pretest_1068,5059.9864690000004,2343.5952000000002,2644.1399999999999,0.34988000000000002,0.45490000000000003,H,12,4,4,bcu,18.08616907,5.4917870000000004
mof_unit_pretest_1069,1415.4482849999999,1136.4739199999999,0,0,0,NHMe,9,5,2,sra,39.311169380000003,9.1115600000000008
mof_unit_pretest_1070,1649.637755,1442.2750199999998,0,0.076839999999999894,0.052900000000000003,SO3H-Cl,2,14,25,pcu,40.104404000000002,7.9789039999999991
mof_unit_pretest_1071,3111.364137,1256.0202800000002,2214.4200000000001,0.32468000000000002,0.4844,OPr,3,3,5,pcu,15.227155249999999,6.3688129999999994
mof_unit_pretest_1072,2954.341089,969.61328000000003,3741.1500000000001,0.43197999999999998,0.79259999999999997,OEt,3,3,10,pcu,9.4058016940000009,5.6612290000000005
mof_unit_pretest_1073,1967.164755,1710.7164419999999,0,0.099889999999999896,0.069199999999999998,SO3H-F,9,1,13,sra,56.566070949999997,8.6924240000000008
mof_unit_pretest_1074,4365.0472840000002,2566.64176,0,0.21798000000000001,0.22320000000000001,H-NO2,1,9,15,pcu,26.667067429999999,6.2958999999999996
mof_unit_pretest_1075,1535.01028,773.58752000000004,2443.71,0.31942999999999999,0.38169999999999998,Cl-NHMe,3,11,18,pcu,13.160864780000001,4.9522709999999996
mof_unit_pretest_1076,4216.0751490000002,1990.821516,1826.8399999999999,0.38527,0.4914,NHMe-H,10,43,54,etb,28.429229589999998,5.249536
mof_unit_pretest_1077,2013.3499939999999,1911.43364,519.73000000000002,0.13400000000000001,0.085000000000000006,OMe-I,2,16,18,pcu,34.878399160000001,7.4918020000000007
mof_unit_pretest_1078,2260.878741,1611.74676,976.01999999999998,0.20166999999999999,0.1704,I-NHMe,2,13,17,pcu,19.470179030000001,5.6913870000000006
mof_unit_pretest_1079,2034.3070310000001,989.84079999999994,2510.8200000000002,0.30112,0.37269999999999998,NO2-OH,2,18,22,pcu,14.937007810000001,5.2748839999999992
mof_unit_pretest_1080,1047.641511,601.14571999999998,1464.1900000000001,0.21196999999999999,0.2225,H-OEt,3,10,25,pcu,17.077084979999999,5.9284620000000006
mof_unit_pretest_1081,2340.2996889999999,983.72752000000003,2874.9699999999998,0.33760999999999991,0.48370000000000002,Me-H,3,18,22,pcu,12.80417067,5.385669
mof_unit_pretest_1082,2431.209292,1280.68184,1583.0799999999999,0.20196,0.23089999999999999,H-Et,9,18,19,sra,48.395779640000001,7.0555729999999999
mof_unit_pretest_1083,1609.839604,735.64459999999997,2500.1999999999998,0.34995999999999999,0.4612,H,2,13,15,pcu,14.985142310000001,5.2465820000000001
mof_unit_pretest_1084,2980.6995219999999,1444.4616000000001,2375.71,0.34143000000000001,0.42430000000000001,OMe-Cl,3,17,18,pcu,12.420618259999999,5.146109
mof_unit_pretest_1085,11177.909879999999,5091.8929600000001,2586.1900000000001,0.39357999999999999,0.52029999999999998,OPr-NO2,3,15,19,nbo,17.190588479999999,5.4624370000000004
mof_unit_pretest_1086,3383.527673,1656.4040399999999,1714.1600000000001,0.2375199999999999,0.29220000000000002,OPr-HCO,3,8,16,pcu,15.98543971,6.3127250000000004
mof_unit_pretest_1087,4545.1480689999999,2308.47264,1752.3299999999999,0.26550000000000001,0.31480000000000002,OEt-NO2,4,6,25,acs,16.027553640000001,4.9851929999999998
