,MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],CO2_working_capacity [mL/g]
935,mof_unit_pretest_936,1945.505352,1554.67905,0.0,0.12911,0.0973,H-I,4,1,15,acs,41.74757609,7.4404020000000015,156.75674
936,mof_unit_pretest_937,2291.318441,1231.373,2037.08,0.32237,0.3612,Me-NO2,3,8,10,pcu,15.21917353,5.961651,98.90764
937,mof_unit_pretest_938,1410.0896890000001,793.48608,0.0,0.1243599999999999,0.1331,OEt-Pr,3,1,21,pcu,24.45750572,6.713914999999999,136.76778
938,mof_unit_pretest_939,2378.118566,1374.57968,1711.27,0.27136,0.2827,NO2-SO3H,9,11,17,sra,24.22088728,5.706525,76.72522
939,mof_unit_pretest_940,724.0170360000002,569.1071599999998,0.0,0.13874,0.1063,NH2,3,10,15,pcu,103.8076339,8.375933,125.974495
940,mof_unit_pretest_941,7388.591579999998,2937.833298,3491.03,0.40524,0.6138,OPr-F,4,27,27,acs,17.84638519,5.238766,83.42937
941,mof_unit_pretest_942,3164.673416,1422.5792800000004,3292.62,0.34556,0.4629,COOH-NH2,9,18,20,sra,34.28898526,6.5796160000000015,94.27538
942,mof_unit_pretest_943,2047.0980100000002,913.87556,2980.55,0.32826,0.4428,NH2-OH,2,18,22,pcu,14.0254509,5.290163,71.22806
943,mof_unit_pretest_944,7861.347938,3991.03056,1803.26,0.2327699999999999,0.2761,Et-CN,4,2,17,acs,35.38484396,6.812336,158.1358
944,mof_unit_pretest_945,1642.862249,1356.86913,1138.82,0.2395,0.1746,Me-I,3,11,17,pcu,16.6896466,5.841997,93.45208
945,mof_unit_pretest_946,4180.451612,2744.05232,0.0,0.09971000000000001,0.0915,OEt,12,10,24,bcu,77.08281339,8.398703,200.90666
946,mof_unit_pretest_947,1827.865073,963.4463599999999,1977.61,0.24258000000000002,0.2772,H-NH2,3,10,29,pcu,39.60640649,6.787274000000001,155.20406
947,mof_unit_pretest_948,2305.655094,1023.71692,2686.82,0.3246199999999999,0.4403,NH2-Me,3,13,17,pcu,18.68141463,5.505145,79.41724
948,mof_unit_pretest_949,1129.925176,1151.33771,0.0,0.1174,0.0694,I-SO3H,2,4,4,pcu,62.71241315,7.129157000000001,87.37407
949,mof_unit_pretest_950,2402.17442,2077.5970199999997,0.0,0.07622000000000001,0.0531,NO2-Cl,9,2,25,sra,57.23172633,8.116946,164.39465
950,mof_unit_pretest_951,3140.5217079999998,1379.43948,2280.21,0.42643000000000003,0.5846,Et-Br,3,7,15,pcu,15.15641496,5.6929370000000015,78.55549
951,mof_unit_pretest_952,2855.050964,1813.7491100000002,1382.5,0.22373,0.2121,Ph-I,3,4,29,pcu,26.69556134,6.3864519999999985,121.85338
952,mof_unit_pretest_953,1653.051163,1250.46566,0.0,0.14779,0.1177,OMe-OH,4,1,5,acs,40.42606037,7.186795,142.81618
953,mof_unit_pretest_954,1107.647082,873.63,0.0,0.09286,0.0709,OMe-OH,2,12,14,pcu,92.4486371,8.498507,140.36128
954,mof_unit_pretest_955,1141.9754130000001,819.44032,0.0,0.0,0.0,Ph,3,5,23,pcu,29.498435999999998,7.839747999999998,142.76903
955,mof_unit_pretest_956,5128.879816,3314.54956,1008.38,0.2085,0.1943,NO2-Et,3,15,22,nbo,49.10413276,5.339962,90.79752
956,mof_unit_pretest_957,703.209804,671.66816,0.0,0.08376,0.0528,Cl,3,10,24,pcu,31.33251893,7.209861,77.72093
957,mof_unit_pretest_958,3993.471569,1378.3316,3265.07,0.41641000000000006,0.7266,OPr-OH,2,25,26,pcu,11.57914705,5.384652,64.1456
958,mof_unit_pretest_959,1739.3378059999998,780.40934,2593.48,0.32082,0.4306,H-NHMe,3,4,26,pcu,13.09045697,5.11777,67.13902
959,mof_unit_pretest_960,5979.978543,4656.193232,749.13,0.16161,0.125,HCO-SO3H,10,55,55,etb,65.89226671,7.374733,198.70776
960,mof_unit_pretest_961,2071.679305,1085.66222,2059.39,0.27253,0.3132,OMe-Me,12,1,10,bcu,21.22353778,5.738742,69.79459
961,mof_unit_pretest_962,2846.0260359999997,2289.374156,1093.51,0.2078199999999999,0.1556,Br-Cl,10,46,54,etb,34.32293237,6.2160150000000005,107.50807
962,mof_unit_pretest_963,1330.315796,635.52724,2306.84,0.3645199999999999,0.4595,H,2,1,16,pcu,13.21279825,4.981172,62.928112
963,mof_unit_pretest_964,1637.235713,735.28436,2591.87,0.3774099999999999,0.5061,NH2-OMe,3,12,17,pcu,11.19708015,5.032236,61.3296
964,mof_unit_pretest_965,1779.794602,821.39168,2605.15,0.35638000000000003,0.465,SO3H,3,14,26,pcu,17.43332129,5.229063,68.2739
965,mof_unit_pretest_966,1572.317867,959.5308,1368.41,0.18784,0.1854,Pr-COOH,3,1,2,pcu,17.62732486,5.580254,107.95991
966,mof_unit_pretest_967,1796.545542,803.80314,2370.85,0.31099,0.4186,Me-OPr,2,4,26,pcu,14.77457678,5.475413,83.09011
967,mof_unit_pretest_968,843.359951,601.0596,0.0,0.13642,0.1153,HCO,3,10,13,pcu,46.5904003,7.214546,113.70918
968,mof_unit_pretest_969,1081.497689,996.32978,0.0,0.12188,0.0797,SO3H-Br,2,12,22,pcu,27.13859845,6.987837,92.57274
969,mof_unit_pretest_970,7769.373411,3390.5912,3108.43,0.44468,0.6136,,3,38,40,fof,19.43003378,5.6001080000000005,97.88042
970,mof_unit_pretest_971,3476.383384,1320.1932,3012.16,0.3491,0.5536,OEt-Et,3,18,23,pcu,11.68002035,5.6369120000000015,71.347336
971,mof_unit_pretest_972,1851.969554,1311.10032,1213.6,0.25029,0.2129,I-Pr,3,1,7,pcu,22.49865218,6.762244,134.69052
972,mof_unit_pretest_973,722.1754269999999,575.058806,913.6,0.16264,0.12300000000000001,F,3,10,15,pcu,51.76766834,7.886655999999999,171.17776
973,mof_unit_pretest_974,1115.71844,613.48196,1783.5,0.2835,0.3105,CN,2,4,12,pcu,12.73440912,5.271281,87.51932
974,mof_unit_pretest_975,1517.275893,825.4879599999998,1452.64,0.23359000000000002,0.2586,Pr,3,4,18,pcu,30.12626143,6.812862,177.93817
975,mof_unit_pretest_976,1757.828719,1227.26484,1633.28,0.29827,0.2573,Me-I,2,1,8,pcu,19.53007704,5.576269,82.00235
976,mof_unit_pretest_977,1949.791104,1868.63588,0.0,0.02593,0.0163,NO2,4,1,1,acs,44.26438761,8.591194,146.38803
977,mof_unit_pretest_978,2996.3063039999997,2582.825496,459.05,0.12115,0.0846,Et-NO2,10,52,57,etb,48.96797172,7.2707190000000015,167.03018
978,mof_unit_pretest_979,1084.453994,644.2996400000002,1274.23,0.20006,0.2028,NH2,3,22,24,pcu,16.36972774,5.740941,125.11397
979,mof_unit_pretest_980,1135.9155130000001,837.33515,759.83,0.15002000000000001,0.1226,SO3H-F,3,4,22,pcu,49.71635228,7.136046,172.09486
980,mof_unit_pretest_981,2291.229581,961.7412800000001,2724.17,0.4005,0.5746,COOH,2,13,18,pcu,10.82327291,4.827902,58.053677
981,mof_unit_pretest_982,1098.579539,1217.4724800000001,0.0,0.0943,0.0512,Br-Cl,2,10,26,pcu,117.48615600000001,7.157868,88.781395
982,mof_unit_pretest_983,1344.9570039999999,785.42256,1312.04,0.1912299999999999,0.1972,OEt-Me,3,4,13,pcu,22.50102349,6.500598,164.81244
983,mof_unit_pretest_984,1624.362436,1246.6706800000004,0.0,0.052610000000000004,0.0413,NH2-Ph,9,4,22,sra,85.46842819,8.653536,158.45605
984,mof_unit_pretest_985,2273.94115,1151.8935199999999,2013.18,0.29795,0.3542,HCO-OH,2,2,9,pcu,18.62102552,5.17425,78.55176
985,mof_unit_pretest_986,1750.664822,1215.49112,784.61,0.14451,0.1253,OMe-NO2,3,16,24,pcu,51.11746053,6.883591,159.72554
986,mof_unit_pretest_987,6274.672805,1280.2169999999999,4989.67,0.6116699999999999,1.8054,Pr,3,3,7,pcu,6.436352027000001,4.644996,56.06714
987,mof_unit_pretest_988,5205.209492,3294.68444,0.0,0.10927,0.10400000000000001,OPr-CN,12,22,24,bcu,57.10976763,6.962238,166.26405
988,mof_unit_pretest_989,3093.260218,1406.26216,2372.2,0.39476,0.5229,OEt-SO3H,2,2,18,pcu,13.08103916,5.022189,68.71083
989,mof_unit_pretest_990,1323.178467,755.487293,1933.46,0.28868,0.3045,F-OH,2,1,16,pcu,15.73314871,5.286548000000002,82.38334
990,mof_unit_pretest_991,2169.062912000001,1334.47768,1284.65,0.1935,0.1894,NH2-OH,9,2,20,sra,67.46047749,7.338166,147.52078
991,mof_unit_pretest_992,3421.9056530000007,1731.014,2003.62,0.27945,0.3327,Me-Ph,3,36,36,pts,15.31726621,5.211743,80.78667
992,mof_unit_pretest_993,1358.946805,905.2665800000001,946.22,0.16667,0.1507,COOH-Et,3,11,13,pcu,17.49552917,5.6568760000000005,117.82394
993,mof_unit_pretest_994,3615.691017,2164.36616,1721.07,0.33084,0.3328,OH-SO3H,3,13,28,pcu,20.40917137,5.490178,87.76555
994,mof_unit_pretest_995,3223.585643,1022.0546800000001,3753.87,0.48302,0.9175,Pr,2,18,26,pcu,11.66968367,5.065701,52.80863
995,mof_unit_pretest_996,1230.79935,897.5124,0.0,0.0704,0.0581,NH2-Ph,3,4,19,pcu,31.7333935,7.227436,130.51361
996,mof_unit_pretest_997,3901.779274,3361.046637,0.0,0.12403,0.0867,F-OH,4,1,11,acs,70.52835436,7.764267999999999,203.93413
997,mof_unit_pretest_998,2255.050335000001,1052.0411199999999,2028.52,0.273,0.3524,OPr-CN,2,2,22,pcu,12.17894722,5.540421,94.11769
998,mof_unit_pretest_999,1983.807986,1836.0312800000002,0.0,0.04988,0.0325,NO2-H,4,14,22,acs,49.11943468,10.230352,178.96426
999,mof_unit_pretest_1000,2628.536949,1552.37528,1509.98,0.24698,0.2518,COOH-NO2,9,13,21,sra,25.09842327,5.953062999999998,87.024994
1000,mof_unit_pretest_1001,8965.243207,3085.9069489999997,2700.01,0.5034,0.8807,F-OMe,9,28,29,sra,13.09709254,4.905611,103.30632
1001,mof_unit_pretest_1002,1942.373176,1352.85572,0.0,0.1263,0.1092,Et-H,4,11,22,acs,36.25315785,6.792686,144.60782
1002,mof_unit_pretest_1003,5272.970732,2595.9610000000002,1925.04,0.38554,0.4716,NH2-OH,2,15,22,nbo,12.4622983,5.60053,88.16882
1003,mof_unit_pretest_1004,2542.205263,918.4951599999999,3541.39,0.46285,0.7715,NH2-H,3,16,25,pcu,8.657595534,5.107773,52.043793
1004,mof_unit_pretest_1005,1568.199714,1460.24076,868.01,0.2011,0.1301,Br-Me,3,12,17,pcu,23.67625994,6.086487,94.3811
1005,mof_unit_pretest_1006,7391.475956,2944.73432,3096.13,0.31143000000000004,0.4708,NHMe-Pr,4,27,27,acs,18.40554324,5.390574,95.20658
1006,mof_unit_pretest_1007,4336.232377,1717.02,2631.32,0.44128,0.6711,SO3H,9,23,27,sra,12.99407957,6.321594,78.19834
1007,mof_unit_pretest_1008,1783.753141,793.5232,2636.1,0.39407,0.5335,CN-Br,2,4,26,pcu,9.485624112,4.7344620000000015,54.97236
1008,mof_unit_pretest_1009,4120.538361,3652.40728,786.47,0.17794000000000001,0.1209,I,4,19,24,acs,38.24597079,6.426518,135.7352
1009,mof_unit_pretest_1010,1318.785158,725.5223599999998,2051.33,0.29055,0.318,NO2,2,1,16,pcu,21.53818597,5.623258,95.44952
1010,mof_unit_pretest_1011,5189.507068,2616.2293600000007,1978.49,0.2408699999999999,0.2877,HCO-Et,12,22,22,bcu,14.01135803,6.152541,103.81055
1011,mof_unit_pretest_1012,3456.201654,2271.4456,1599.19,0.32882,0.3013,Br,9,7,16,sra,40.01129219,6.55167,103.54291
1012,mof_unit_pretest_1013,1300.975845,827.3316,1195.72,0.21841,0.2068,COOH,3,14,16,pcu,27.98345391,6.886276,169.64096
1013,mof_unit_pretest_1014,1539.490972,777.31444,2060.97,0.31501,0.3757,OH-Me,3,11,18,pcu,14.77296898,5.730853,100.01634
1014,mof_unit_pretest_1015,2020.46715,1545.02692,0.0,0.08479,0.0668,Me,4,12,15,acs,51.5106096,8.174660000000001,177.93472
1015,mof_unit_pretest_1016,1876.724441,859.4530060000002,2450.64,0.3298,0.4337,F-Et,3,16,19,pcu,11.36126935,4.8321879999999995,61.083946
1016,mof_unit_pretest_1017,5223.239976,2688.11824,1769.44,0.24534,0.2871,OMe-COOH,12,22,22,bcu,13.91808841,5.816978,102.10584
1017,mof_unit_pretest_1018,1346.2093869999999,755.6311599999998,1663.34,0.25443000000000005,0.273,H-OMe,2,1,16,pcu,17.61182266,5.613829,113.45336
1018,mof_unit_pretest_1019,3951.018365,2809.34384,928.91,0.1769599999999999,0.1499,OH-H,4,11,15,acs,30.47673175,6.340446,140.33896
1019,mof_unit_pretest_1020,1120.515631,588.4725,2055.5,0.3104,0.3559,CN,2,4,12,pcu,11.82768165,4.889931,63.388046
1020,mof_unit_pretest_1021,1640.856364,1148.39064,805.44,0.2204,0.1896,SO3H-H,9,11,12,sra,19.66414986,6.232193,117.24786
1021,mof_unit_pretest_1022,1849.253972,859.4165199999999,2784.5,0.33528,0.4345,Me-OH,3,16,19,pcu,11.75361806,5.3005629999999995,70.41824
1022,mof_unit_pretest_1023,1635.376898,816.48626,1912.55,0.25144,0.3033,H-NHMe,3,13,22,pcu,12.68465606,5.731612,110.13705
1023,mof_unit_pretest_1024,2257.055703,969.97704,2715.75,0.2934199999999999,0.4112,H-OPr,2,2,14,pcu,12.88508191,5.399359,78.765625
1024,mof_unit_pretest_1025,2873.756657,1168.0766,3192.52,0.37114,0.5499,NHMe-H,2,4,29,pcu,14.44787753,4.6368589999999985,54.042538
1025,mof_unit_pretest_1026,2419.0896390000007,1536.5,0.0,0.1491,0.1414,OH-HCO,9,18,19,sra,84.44803661,6.525215,137.63525
1026,mof_unit_pretest_1027,6852.611263,2314.8674,3860.35,0.43237,0.7708,Me-NO2,4,3,3,acs,10.50243551,5.1931449999999995,68.22885
1027,mof_unit_pretest_1028,1112.971065,805.65008,0.0,0.09848,0.0819,COOH-NH2,2,1,9,pcu,55.62239026,7.3377490000000005,130.15216
1028,mof_unit_pretest_1029,7866.517831,4036.66424,1715.67,0.23963,0.2812,OPr-Cl,4,2,17,acs,24.67810771,6.877605,159.93396
1029,mof_unit_pretest_1030,2071.908915,1233.23836,1505.42,0.21416,0.2167,OH-Cl,9,16,19,sra,58.35255251,6.872381,125.78584
1030,mof_unit_pretest_1031,1042.683692,644.98477,1720.09,0.26103000000000004,0.2541,H-I,3,10,23,pcu,11.32943444,5.27754,79.563736
1031,mof_unit_pretest_1032,5094.257395000001,3326.077,1035.62,0.20096,0.1854,OMe-Cl,3,9,9,nbo,15.79603785,6.391227,121.4557
1032,mof_unit_pretest_1033,5170.914549,2739.12568,2232.69,0.33659,0.3827,Br-OH,12,12,22,bcu,13.303263699999999,5.087432,68.99376
1033,mof_unit_pretest_1034,2438.2870629999998,1387.1993300000001,2122.38,0.35543,0.3762,OMe-I,3,14,28,pcu,17.88321567,5.229024,68.92526
1034,mof_unit_pretest_1035,1980.3901280000002,2075.6683160000002,152.49,0.04492,0.0258,NO2-Cl,10,46,57,etb,94.57929564,7.7544960000000005,124.96193
1035,mof_unit_pretest_1036,1747.9693530000004,791.3474,2977.03,0.35143,0.4675,CN,3,14,26,pcu,13.01679924,5.9208620000000005,84.218216
1036,mof_unit_pretest_1037,6298.644652,2044.1770000000001,3021.09,0.5233399999999999,0.9711,H-NO2,9,3,28,sra,14.35655208,5.73791,69.15819
1037,mof_unit_pretest_1038,4846.215367,1708.4607600000004,3630.08,0.44421000000000005,0.7588,HCO-Ph,2,17,28,pcu,10.4818456,5.144529,64.46422
1038,mof_unit_pretest_1039,2195.750336,961.7942400000001,3031.36,0.36918,0.5076,OH-NH2,2,18,19,pcu,8.410437525,4.813007,58.568905
1039,mof_unit_pretest_1040,1119.162516,692.12748,1386.41,0.20756,0.2021,Cl,3,4,22,pcu,17.53947564,5.149719,85.636925
1040,mof_unit_pretest_1041,1195.586546,812.62248,1464.76,0.22034,0.1952,Cl,3,5,26,pcu,19.22850007,5.727201999999999,96.270485
1041,mof_unit_pretest_1042,4350.886715,1883.26288,2765.32,0.35748,0.4974,CN-NHMe,4,2,25,acs,12.13843388,5.0813180000000004,73.00522
1042,mof_unit_pretest_1043,3499.399902,1452.8735199999999,3243.83,0.33413000000000004,0.4846,NH2-Me,9,25,25,sra,14.61017559,5.359711,65.67491
1043,mof_unit_pretest_1044,2387.071746,1641.818089,699.57,0.12817,0.1122,NH2-F,9,2,23,sra,60.07767992,7.367868,178.42667
1044,mof_unit_pretest_1045,1790.697131,819.71642,2515.06,0.33139,0.436,Me-COOH,2,4,26,pcu,13.61622583,4.8571800000000005,62.5336
1045,mof_unit_pretest_1046,7822.987083,4890.33288,1435.19,0.27448,0.2644,OEt-Cl,2,40,41,fof,37.84924962,6.310414,108.5777
1046,mof_unit_pretest_1047,1103.516767,565.0754,2563.94,0.31596,0.3716,CN,3,1,12,pcu,11.84529566,4.941287,59.761986
1047,mof_unit_pretest_1048,4460.191401,2118.660252,2159.56,0.29569,0.3749,OPr-F,12,13,17,bcu,11.67930949,5.2538230000000015,72.794754
1048,mof_unit_pretest_1049,2027.163389,1184.53676,1677.11,0.2455699999999999,0.2531,H,4,11,11,acs,18.98674291,5.7017370000000005,93.644226
1049,mof_unit_pretest_1050,1362.253021,1056.3396,687.21,0.12841,0.0997,OH-Ph,9,4,5,sra,16.63243523,5.896826,99.75244
1050,mof_unit_pretest_1051,1679.6075739999999,828.7267,1762.01,0.24111,0.2943,NO2-Pr,2,11,23,pcu,28.63430988,5.989022,132.32199
1051,mof_unit_pretest_1052,2523.692634,1517.699242,1961.05,0.29606,0.2965,F-SO3H,3,11,28,pcu,24.43872338,6.406630000000002,108.4301
1052,mof_unit_pretest_1053,724.986468,627.0968799999998,0.0,0.10752,0.0749,COOH,3,10,15,pcu,66.94803102,8.456791,113.95283
1053,mof_unit_pretest_1054,1596.269619,1180.39928,668.88,0.1284,0.1046,NO2-NH2,9,12,22,sra,27.460215100000006,6.23588,126.96167
1054,mof_unit_pretest_1055,1827.4336059999998,933.41708,2525.03,0.27563000000000004,0.325,NH2,3,10,29,pcu,29.03599284,6.805874,136.90717
1055,mof_unit_pretest_1056,7539.053176,4280.8408,1476.06,0.2611,0.2769,OEt,1,1,5,pcu,15.12145776,5.368983999999998,99.47626
1056,mof_unit_pretest_1057,2114.3457710000002,1376.06408,0.0,0.15212,0.1408,Ph-Et,12,1,10,bcu,36.37378778,7.006216,146.06245
1057,mof_unit_pretest_1058,1962.09927,1530.9456,0.0,0.0,0.0,NH2-NHMe,9,2,16,sra,31.50298953,9.991093,198.19522
1058,mof_unit_pretest_1059,1648.471438,1289.59442,0.0,0.10795,0.0831,Me-NH2,4,1,5,acs,62.95679376,7.3347630000000015,143.99374
1059,mof_unit_pretest_1060,2043.61955,1159.964152,1536.86,0.2425699999999999,0.2574,Me-F,2,18,22,pcu,16.0111468,5.605137,103.27375
1060,mof_unit_pretest_1061,813.9907900000002,541.45752,1112.77,0.18373,0.1663,Et,2,10,13,pcu,39.52493631,6.466516,156.22919
1061,mof_unit_pretest_1062,2232.547935,1051.7794900000001,2770.0,0.3241699999999999,0.4144,OPr-I,2,16,25,pcu,15.45144551,5.362326,76.6644
1062,mof_unit_pretest_1063,1809.204905,1412.88104,0.0,0.0,0.0,Me-OEt,9,2,19,sra,31.175130199999998,9.77594,186.44797
1063,mof_unit_pretest_1064,3327.503627,1410.6309800000001,2793.6,0.3658099999999999,0.5196,OPr-CN,1,16,16,pcu,10.45281877,4.828254,62.196648
1064,mof_unit_pretest_1065,2056.381431,1252.76464,1560.97,0.2338599999999999,0.2312,SO3H-NH2,12,1,10,bcu,28.56901414,6.458264,93.83472
1065,mof_unit_pretest_1066,2114.408345,1258.40608,627.6,0.1109599999999999,0.1123,Ph-Et,2,13,21,pcu,18.08058939,5.761645,128.42606
1066,mof_unit_pretest_1067,3841.2820909999996,2222.689851,1126.74,0.2106699999999999,0.2193,Ph-F,3,3,24,pcu,9.105513565,6.203481,121.4526
1067,mof_unit_pretest_1068,5059.9864689999995,2343.5952,2644.14,0.34988,0.4549,H,12,4,4,bcu,18.08616907,5.491787,81.50548
1068,mof_unit_pretest_1069,1415.448285,1136.47392,0.0,0.0,0.0,NHMe,9,5,2,sra,39.31116938,9.11156,148.38629
1069,mof_unit_pretest_1070,1649.637755,1442.2750199999996,0.0,0.0768399999999999,0.0529,SO3H-Cl,2,14,25,pcu,40.104403999999995,7.978903999999999,142.05646
1070,mof_unit_pretest_1071,3111.364137,1256.0202800000004,2214.42,0.32468,0.4844,OPr,3,3,5,pcu,15.22715525,6.3688129999999985,101.276505
1071,mof_unit_pretest_1072,2954.341089,969.61328,3741.15,0.43198000000000003,0.7926,OEt,3,3,10,pcu,9.405801693999999,5.6612290000000005,62.998173
1072,mof_unit_pretest_1073,1967.164755,1710.7164420000001,0.0,0.0998899999999999,0.0692,SO3H-F,9,1,13,sra,56.56607095,8.692424,151.67526
1073,mof_unit_pretest_1074,4365.047284,2566.64176,0.0,0.21798,0.2232,H-NO2,1,9,15,pcu,26.66706743,6.2959,140.70456
1074,mof_unit_pretest_1075,1535.01028,773.58752,2443.71,0.31943,0.3817,Cl-NHMe,3,11,18,pcu,13.16086478,4.952271,62.948963
1075,mof_unit_pretest_1076,4216.075149,1990.821516,1826.84,0.38527,0.4914,NHMe-H,10,43,54,etb,28.42922959,5.249536,71.96737
1076,mof_unit_pretest_1077,2013.3499940000002,1911.4336399999997,519.73,0.134,0.085,OMe-I,2,16,18,pcu,34.87839916,7.491802000000002,145.12633
1077,mof_unit_pretest_1078,2260.878741,1611.74676,976.02,0.20167000000000002,0.1704,I-NHMe,2,13,17,pcu,19.47017903,5.6913870000000015,108.32693
1078,mof_unit_pretest_1079,2034.3070309999998,989.8408,2510.82,0.30112,0.3727,NO2-OH,2,18,22,pcu,14.93700781,5.274883999999999,76.28233
1079,mof_unit_pretest_1080,1047.641511,601.14572,1464.19,0.21197,0.2225,H-OEt,3,10,25,pcu,17.07708498,5.9284620000000015,129.16312
1080,mof_unit_pretest_1081,2340.299689,983.7275199999999,2874.97,0.3376099999999999,0.4837,Me-H,3,18,22,pcu,12.80417067,5.385669,72.08502
1081,mof_unit_pretest_1082,2431.209292,1280.68184,1583.08,0.20196,0.2309,H-Et,9,18,19,sra,48.39577964,7.055573,142.32253
1082,mof_unit_pretest_1083,1609.839604,735.6446,2500.2,0.34996,0.4612,H,2,13,15,pcu,14.98514231,5.246582,71.428345
1083,mof_unit_pretest_1084,2980.699522,1444.4616,2375.71,0.34143,0.4243,OMe-Cl,3,17,18,pcu,12.42061826,5.146109,72.77936
1084,mof_unit_pretest_1085,11177.90988,5091.89296,2586.19,0.39358000000000004,0.5203,OPr-NO2,3,15,19,nbo,17.19058848,5.462437,145.62779
1085,mof_unit_pretest_1086,3383.5276729999996,1656.4040400000001,1714.16,0.2375199999999999,0.2922,OPr-HCO,3,8,16,pcu,15.98543971,6.312725,120.84483
1086,mof_unit_pretest_1087,4545.148069,2308.47264,1752.33,0.2655,0.3148,OEt-NO2,4,6,25,acs,16.02755364,4.985193,75.51489
1087,mof_unit_pretest_1088,1758.778144,737.34154,2857.4,0.37935,0.5449,NH2-NHMe,3,4,26,pcu,11.452644699999999,5.045304,58.594166
1088,mof_unit_pretest_1089,5273.432292,2504.18896,2346.24,0.28201,0.3576,Et,12,22,22,bcu,11.90805013,5.668327,84.50055
1089,mof_unit_pretest_1090,4405.233488,2454.76198,1921.07,0.33448,0.3615,Cl-OMe,1,4,14,pcu,10.96034384,5.321057,82.85736
1090,mof_unit_pretest_1091,1942.5920829999998,1530.876,0.0,0.0839299999999999,0.0641,CN-H,4,1,9,acs,56.57198742,7.490496,160.20532
1091,mof_unit_pretest_1092,1116.6462589999999,755.2276400000002,974.66,0.16708,0.1488,NO2,3,14,24,pcu,35.32387192,6.6409899999999995,159.9372
1092,mof_unit_pretest_1093,3910.9188700000004,4171.738,123.81,0.08714,0.0492,CN-Br,4,1,11,acs,82.12782092,9.455105999999999,182.76202
1093,mof_unit_pretest_1094,2262.061224,895.90004,3275.03,0.37191,0.5655,Et,2,2,9,pcu,8.993578458,4.746018,52.93821
1094,mof_unit_pretest_1095,1644.67957,800.7196799999998,2282.57,0.27947,0.3457,CN-OPr,2,4,23,pcu,11.407345300000001,5.537732,91.47421
1095,mof_unit_pretest_1096,2583.243268,1808.5314600000002,0.0,0.10605,0.0912,OH-Cl,12,9,22,bcu,52.967046999999994,8.552204,195.47482
1096,mof_unit_pretest_1097,2024.7388010000002,1611.28812,1069.97,0.2204699999999999,0.1668,Cl-SO3H,3,1,27,pcu,32.43282163,7.4626660000000005,150.46127
1097,mof_unit_pretest_1098,1819.902134,1105.59864,504.72,0.1552599999999999,0.1539,CN-Ph,3,10,29,pcu,63.26679622,8.072627,192.0238
1098,mof_unit_pretest_1099,1176.507426,879.468976,760.8,0.16013,0.129,HCO-F,2,11,14,pcu,40.66651796,6.572966,148.94806
1099,mof_unit_pretest_1100,3149.9036079999996,1209.7548,3115.5,0.42157,0.6609999999999999,NH2-OMe,3,7,14,pcu,10.24609613,5.0343230000000005,58.365578
1100,mof_unit_pretest_1101,1651.044062,1220.4396800000004,579.88,0.157,0.1279,OH,4,1,5,acs,37.12731037,6.4178739999999985,142.48804
1101,mof_unit_pretest_1102,2026.915273,892.85634,2878.23,0.32943,0.4504,CN,2,18,22,pcu,12.95257134,4.836022,60.54046
1102,mof_unit_pretest_1103,2046.8541899999998,1649.498576,403.61,0.08813,0.0659,OMe-Ph,10,49,51,etb,18.37112129,6.876428,153.93971
1103,mof_unit_pretest_1104,2410.063576,2326.917916,232.38,0.0588799999999999,0.0367,NH2-HCO,10,49,57,etb,63.72683738,7.982953,147.44557
1104,mof_unit_pretest_1105,1367.151525,1172.28922,625.05,0.146,0.1025,Et-Br,2,4,13,pcu,26.41305848,6.775322999999998,128.8831
1105,mof_unit_pretest_1106,1426.032846,1396.42272,0.0,0.0,0.0,CN-COOH,9,5,2,sra,13.77551227,9.239657000000001,127.059006
1106,mof_unit_pretest_1107,1115.492369,689.53002,1440.36,0.2117,0.2062,OH-COOH,2,4,4,pcu,18.37904146,5.672262,114.50941
1107,mof_unit_pretest_1108,1953.265562,1274.54514,1051.03,0.20025,0.1848,SO3H-OMe,9,1,13,sra,22.70499827,5.780164,90.81669
1108,mof_unit_pretest_1109,3011.535657,1003.9086800000001,4311.24,0.47773000000000004,0.863,H-COOH,2,18,23,pcu,6.237381965,5.4774959999999995,56.682617
1109,mof_unit_pretest_1110,2103.587726,1935.04988,0.0,0.06733,0.0441,NH2-NO2,4,4,4,acs,128.3038381,8.323843,153.19795
1110,mof_unit_pretest_1111,1889.697821,1283.08572,0.0,0.14207,0.126,Cl,9,11,16,sra,79.44243811,7.447592999999999,151.26076
1111,mof_unit_pretest_1112,890.180773,661.3892,0.0,0.12767,0.1035,COOH,2,1,10,pcu,39.62205007,6.891447,108.05138
1112,mof_unit_pretest_1113,4107.489963,1430.4264460000004,3236.65,0.3709,0.6414,Pr-F,3,7,18,pcu,9.353436882,5.024006,60.532013
1113,mof_unit_pretest_1114,1128.414046,592.5042599999998,2124.41,0.28494,0.3268,NHMe,2,4,11,pcu,9.982571627,5.383082,83.66025
1114,mof_unit_pretest_1115,2001.319714,831.7337200000002,2735.78,0.39055,0.5659,OEt,2,4,27,pcu,12.02728982,5.411207,70.87358
